Unnamed: 0,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
12.0,22300114,1610612753,ORL,Orlando,1629048,Goga Bitadze,Goga,,,3.000000:56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0
13.0,22300114,1610612753,ORL,Orlando,1641724,Jett Howard,Jett,,,3.000000:56,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0
14.0,22300114,1610612746,LAC,LA,202331,Paul George,Paul,F,,32.000000:45,8.0,17.0,0.471,6.0,9.0,0.667,5.0,6.0,0.833,1.0,6.0,7.0,7.0,2.0,0.0,3.0,2.0,27.0,15.0
15.0,22300114,1610612746,LAC,LA,202695,Kawhi Leonard,Kawhi,F,,32.000000:59,3.0,11.0,0.273,0.0,3.0,0.0,2.0,2.0,1.0,2.0,6.0,8.0,3.0,2.0,0.0,1.0,1.0,8.0,18.0
16.0,22300114,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,C,,22.000000:41,4.0,8.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,2.0,7.0,9.0,1.0,0.0,1.0,1.0,1.0,9.0,19.0
17.0,22300114,1610612746,LAC,LA,1630538,Bones Hyland,Bones,G,,32.000000:18,6.0,14.0,0.429,4.0,7.0,0.571,1.0,2.0,0.5,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,17.0,8.0
18.0,22300114,1610612746,LAC,LA,201566,Russell Westbrook,Russell,G,,32.000000:54,8.0,16.0,0.5,0.0,4.0,0.0,2.0,2.0,1.0,0.0,6.0,6.0,7.0,5.0,1.0,3.0,4.0,18.0,16.0
19.0,22300114,1610612746,LAC,LA,1626181,Norman Powell,Norman,,,28.000000:56,5.0,8.0,0.625,2.0,5.0,0.4,5.0,7.0,0.714,0.0,3.0,3.0,3.0,0.0,0.0,3.0,4.0,17.0,-2.0
20.0,22300114,1610612746,LAC,LA,203486,Mason Plumlee,Mason,,,22.000000:19,5.0,7.0,0.714,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,2.0,0.0,1.0,2.0,4.0,10.0,-5.0
21.0,22300114,1610612746,LAC,LA,1629599,Amir Coffey,Amir,,,10.000000:16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.0
22.0,22300114,1610612746,LAC,LA,1641738,Kobe Brown,Kobe,,,19.000000:02,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,4.0,7.0,11.0
23.0,22300114,1610612746,LAC,LA,1631217,Moussa Diabate,Moussa,,,2.000000:55,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0
24.0,22300114,1610612746,LAC,LA,1641757,Jordan Miller,Jordan,,,2.000000:55,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0
0.0,22300112,1610612752,NYK,New York,1629628,RJ Barrett,RJ,F,,24.000000:51,5.0,13.0,0.385,3.0,5.0,0.6,3.0,4.0,0.75,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,16.0,14.0
1.0,22300112,1610612752,NYK,New York,203944,Julius Randle,Julius,F,,31.000000:23,5.0,14.0,0.357,2.0,5.0,0.4,7.0,10.0,0.7,3.0,7.0,10.0,2.0,1.0,0.0,1.0,1.0,19.0,18.0
2.0,22300112,1610612752,NYK,New York,1629011,Mitchell Robinson,Mitchell,C,,22.000000:19,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0
3.0,22300112,1610612752,NYK,New York,1629656,Quentin Grimes,Quentin,G,,21.000000:53,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,5.0,8.0
4.0,22300112,1610612752,NYK,New York,1628973,Jalen Brunson,Jalen,G,,33.000000:40,7.0,16.0,0.438,1.0,3.0,0.333,4.0,5.0,0.8,0.0,5.0,5.0,2.0,2.0,0.0,5.0,1.0,19.0,21.0
5.0,22300112,1610612752,NYK,New York,1628404,Josh Hart,Josh,,,27.000000:59,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,1.0,2.0,5.0,2.0
6.0,22300112,1610612752,NYK,New York,1630193,Immanuel Quickley,Immanuel,,,23.000000:56,6.0,11.0,0.545,3.0,6.0,0.5,3.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,18.0,9.0
7.0,22300112,1610612752,NYK,New York,1628392,Isaiah Hartenstein,Isaiah,,,22.000000:51,5.0,10.0,0.5,0.0,2.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,1.0,2.0,1.0,1.0,3.0,13.0,12.0
8.0,22300112,1610612752,NYK,New York,1628978,Donte DiVincenzo,Donte,,,15.000000:00,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,1.0,3.0,3.0,9.0
9.0,22300112,1610612752,NYK,New York,1630540,Miles McBride,Miles,,,4.000000:09,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-5.0
10.0,22300112,1610612752,NYK,New York,1629610,DaQuan Jeffries,DaQuan,,,4.000000:09,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0
11.0,22300112,1610612752,NYK,New York,1630579,Jericho Sims,Jericho,,,2.000000:50,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,22300112,1610612752,NYK,New York,1629685,Dylan Windler,Dylan,,,2.000000:50,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,22300112,1610612752,NYK,New York,1627853,Ryan Arcidiacono,Ryan,,,2.000000:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.0,22300112,1610612752,NYK,New York,203095,Evan Fournier,Evan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
15.0,22300112,1610612739,CLE,Cleveland,1630171,Isaac Okoro,Isaac,F,,24.000000:39,4.0,11.0,0.364,2.0,5.0,0.4,1.0,2.0,0.5,3.0,4.0,7.0,0.0,0.0,0.0,1.0,2.0,11.0,-9.0
16.0,22300112,1610612739,CLE,Cleveland,1629731,Dean Wade,Dean,F,,16.000000:10,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,-5.0
17.0,22300112,1610612739,CLE,Cleveland,1630596,Evan Mobley,Evan,C,,29.000000:03,3.0,9.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,5.0,0.0,2.0,2.0,0.0,6.0,-19.0
18.0,22300112,1610612739,CLE,Cleveland,1629622,Max Strus,Max,G,,33.000000:03,2.0,9.0,0.222,1.0,7.0,0.143,1.0,2.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,6.0,-12.0
19.0,22300112,1610612739,CLE,Cleveland,1628378,Donovan Mitchell,Donovan,G,,28.000000:48,11.0,20.0,0.55,0.0,3.0,0.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,26.0,-11.0
20.0,22300112,1610612739,CLE,Cleveland,1641734,Emoni Bates,Emoni,,,22.000000:58,3.0,8.0,0.375,2.0,5.0,0.4,1.0,2.0,0.5,1.0,5.0,6.0,1.0,0.0,1.0,1.0,1.0,9.0,-9.0
21.0,22300112,1610612739,CLE,Cleveland,1627777,Georges Niang,Georges,,,24.000000:14,4.0,12.0,0.333,3.0,9.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,3.0,11.0,-12.0
22.0,22300112,1610612739,CLE,Cleveland,202684,Tristan Thompson,Tristan,,,18.000000:48,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,4.0,-1.0
23.0,22300112,1610612739,CLE,Cleveland,1641854,Craig Porter,Craig,,,22.000000:11,5.0,12.0,0.417,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,10.0,-9.0
24.0,22300112,1610612739,CLE,Cleveland,1630241,Sam Merrill,Sam,,,13.000000:57,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,6.0,-2.0
25.0,22300112,1610612739,CLE,Cleveland,1627745,Damian Jones,Damian,,,5.000000:17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
26.0,22300112,1610612739,CLE,Cleveland,1630600,Isaiah Mobley,Isaiah,,,0.000000:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0
0.0,22300113,1610612759,SAS,San Antonio,1629640,Keldon Johnson,Keldon,F,,32.000000:40,10.0,20.0,0.5,4.0,9.0,0.444,3.0,4.0,0.75,1.0,2.0,3.0,4.0,2.0,0.0,0.0,1.0,27.0,1.0
1.0,22300113,1610612759,SAS,San Antonio,1641705,Victor Wembanyama,Victor,F,,28.000000:13,6.0,12.0,0.5,2.0,6.0,0.333,4.0,5.0,0.8,3.0,5.0,8.0,1.0,0.0,4.0,5.0,3.0,18.0,-3.0
2.0,22300113,1610612759,SAS,San Antonio,1628380,Zach Collins,Zach,C,,27.000000:27,6.0,11.0,0.545,1.0,3.0,0.333,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,2.0,3.0,14.0,8.0
3.0,22300113,1610612759,SAS,San Antonio,1631110,Jeremy Sochan,Jeremy,G,,30.000000:15,3.0,8.0,0.375,0.0,1.0,0.0,2.0,3.0,0.667,1.0,6.0,7.0,5.0,0.0,0.0,0.0,5.0,8.0,-7.0
4.0,22300113,1610612759,SAS,San Antonio,1630170,Devin Vassell,Devin,G,,35.000000:52,7.0,17.0,0.412,3.0,8.0,0.375,1.0,2.0,0.5,1.0,5.0,6.0,5.0,3.0,0.0,3.0,0.0,18.0,-1.0
5.0,22300113,1610612759,SAS,San Antonio,1626224,Cedi Osman,Cedi,,,18.000000:59,4.0,7.0,0.571,1.0,2.0,0.5,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,6.0
6.0,22300113,1610612759,SAS,San Antonio,1629646,Charles Bassey,Charles,,,15.000000:28,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,-13.0
7.0,22300113,1610612759,SAS,San Antonio,1631103,Malaki Branham,Malaki,,,8.000000:59,1.0,7.0,0.143,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0
8.0,22300113,1610612759,SAS,San Antonio,1630200,Tre Jones,Tre,,,23.000000:45,3.0,4.0,0.75,0.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,10.0,13.0
9.0,22300113,1610612759,SAS,San Antonio,1630577,Julian Champagnie,Julian,,,3.000000:03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
10.0,22300113,1610612759,SAS,San Antonio,203926,Doug McDermott,Doug,,,15.000000:19,2.0,3.0,0.667,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0
11.0,22300113,1610612759,SAS,San Antonio,1631230,Dominick Barlow,Dominick,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
12.0,22300113,1610612759,SAS,San Antonio,1628984,Devonte' Graham,Devonte',,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
13.0,22300113,1610612759,SAS,San Antonio,1630572,Sandro Mamukelashvili,Sandro,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
14.0,22300113,1610612759,SAS,San Antonio,1631104,Blake Wesley,Blake,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
15.0,22300113,1610612756,PHX,Phoenix,1629006,Josh Okogie,Josh,F,,30.000000:04,3.0,10.0,0.3,1.0,4.0,0.25,4.0,5.0,0.8,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,11.0,-3.0
16.0,22300113,1610612756,PHX,Phoenix,201142,Kevin Durant,Kevin,F,,37.000000:19,12.0,19.0,0.632,1.0,3.0,0.333,1.0,2.0,0.5,0.0,2.0,2.0,7.0,2.0,0.0,5.0,0.0,26.0,3.0
17.0,22300113,1610612756,PHX,Phoenix,203994,Jusuf Nurkic,Jusuf,C,,30.000000:02,4.0,10.0,0.4,2.0,5.0,0.4,2.0,2.0,1.0,0.0,12.0,12.0,4.0,1.0,2.0,0.0,4.0,12.0,-8.0
18.0,22300113,1610612756,PHX,Phoenix,1628960,Grayson Allen,Grayson,G,,37.000000:04,5.0,9.0,0.556,5.0,7.0,0.714,4.0,4.0,1.0,1.0,6.0,7.0,3.0,0.0,1.0,2.0,2.0,19.0,-12.0
19.0,22300113,1610612756,PHX,Phoenix,201569,Eric Gordon,Eric,G,,36.000000:09,8.0,14.0,0.571,4.0,9.0,0.444,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,4.0,1.0,20.0,8.0
20.0,22300113,1610612756,PHX,Phoenix,1629234,Drew Eubanks,Drew,,,17.000000:09,1.0,3.0,0.333,0.0,0.0,0.0,1.0,2.0,0.5,1.0,8.0,9.0,4.0,1.0,2.0,2.0,1.0,3.0,13.0
21.0,22300113,1610612756,PHX,Phoenix,1630692,Jordan Goodwin,Jordan,,,14.000000:53,3.0,7.0,0.429,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,3.0,6.0,-2.0
22.0,22300113,1610612756,PHX,Phoenix,1629139,Yuta Watanabe,Yuta,,,19.000000:26,4.0,8.0,0.5,3.0,7.0,0.429,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,11.0,-6.0
23.0,22300113,1610612756,PHX,Phoenix,1629642,Nassir Little,Nassir,,,17.000000:55,2.0,3.0,0.667,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,5.0,6.0,2.0
24.0,22300113,1610612756,PHX,Phoenix,1628962,Udoka Azubuike,Udoka,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
25.0,22300113,1610612756,PHX,Phoenix,1628966,Keita Bates-Diop,Keita,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
26.0,22300113,1610612756,PHX,Phoenix,1629626,Bol Bol,Bol,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
27.0,22300113,1610612756,PHX,Phoenix,1630240,Saben Lee,Saben,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
28.0,22300113,1610612756,PHX,Phoenix,1629002,Chimezie Metu,Chimezie,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0.0,22300104,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,Jaden,F,,23.000000:56,5.0,6.0,0.833,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,12.0,-8.0
1.0,22300104,1610612750,MIN,Minnesota,1626157,Karl-Anthony Towns,Karl-Anthony,F,,36.000000:11,7.0,17.0,0.412,1.0,3.0,0.333,1.0,1.0,1.0,2.0,8.0,10.0,3.0,1.0,0.0,0.0,2.0,16.0,-8.0
2.0,22300104,1610612750,MIN,Minnesota,203497,Rudy Gobert,Rudy,C,,30.000000:41,3.0,7.0,0.429,0.0,0.0,0.0,8.0,11.0,0.727,6.0,7.0,13.0,1.0,1.0,2.0,0.0,2.0,14.0,-13.0
3.0,22300104,1610612750,MIN,Minnesota,1630162,Anthony Edwards,Anthony,G,,37.000000:47,13.0,21.0,0.619,5.0,8.0,0.625,0.0,1.0,0.0,0.0,5.0,5.0,7.0,1.0,0.0,5.0,4.0,31.0,-9.0
4.0,22300104,1610612750,MIN,Minnesota,201144,Mike Conley,Mike,G,,28.000000:02,2.0,9.0,0.222,2.0,6.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,6.0,-12.0
5.0,22300104,1610612750,MIN,Minnesota,203937,Kyle Anderson,Kyle,,,24.000000:47,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,4.0,-8.0
6.0,22300104,1610612750,MIN,Minnesota,1629675,Naz Reid,Naz,,,23.000000:58,5.0,12.0,0.417,3.0,7.0,0.429,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,-21.0
7.0,22300104,1610612750,MIN,Minnesota,1629638,Nickeil Alexander-Walker,Nickeil,,,13.000000:21,1.0,3.0,0.333,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,-9.0
8.0,22300104,1610612750,MIN,Minnesota,1629003,Shake Milton,Shake,,,16.000000:33,4.0,8.0,0.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0
9.0,22300104,1610612750,MIN,Minnesota,1631169,Josh Minott,Josh,,,1.000000:11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
10.0,22300104,1610612750,MIN,Minnesota,1630568,Luka Garza,Luka,,,1.000000:11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
11.0,22300104,1610612750,MIN,Minnesota,1629162,Jordan McLaughlin,Jordan,,,1.000000:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
12.0,22300104,1610612750,MIN,Minnesota,1630227,Daishen Nix,Daishen,,,1.000000:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
13.0,22300104,1610612750,MIN,Minnesota,1628972,Troy Brown Jr.,Troy,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
14.0,22300104,1610612737,ATL,Atlanta,1629631,De'Andre Hunter,De'Andre,F,,30.000000:21,6.0,10.0,0.6,3.0,5.0,0.6,1.0,2.0,0.5,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,16.0,4.0
15.0,22300104,1610612737,ATL,Atlanta,1630552,Jalen Johnson,Jalen,F,,33.000000:06,5.0,7.0,0.714,1.0,2.0,0.5,1.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,2.0,3.0,12.0,19.0
16.0,22300104,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,C,,22.000000:34,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,5.0,1.0,3.0,2.0,-4.0
17.0,22300104,1610612737,ATL,Atlanta,1627749,Dejounte Murray,Dejounte,G,,39.000000:22,17.0,24.0,0.708,3.0,5.0,0.6,4.0,4.0,1.0,0.0,7.0,7.0,5.0,2.0,0.0,3.0,1.0,41.0,25.0
18.0,22300104,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,G,,35.000000:00,9.0,22.0,0.409,1.0,7.0,0.143,5.0,5.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,1.0,24.0,4.0
19.0,22300104,1610612737,ATL,Atlanta,203992,Bogdan Bogdanovic,Bogdan,,,20.000000:27,3.0,10.0,0.3,2.0,7.0,0.286,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,8.0,3.0
20.0,22300104,1610612737,ATL,Atlanta,1630180,Saddiq Bey,Saddiq,,,25.000000:10,4.0,5.0,0.8,3.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,1.0,1.0,2.0,11.0,17.0
21.0,22300104,1610612737,ATL,Atlanta,1631100,AJ Griffin,AJ,,,6.000000:12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-8.0
22.0,22300104,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,,,24.000000:15,3.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,5.0,7.0,3.0,0.0,0.0,0.0,1.0,10.0,22.0
23.0,22300104,1610612737,ATL,Atlanta,1628981,Bruno Fernando,Bruno,,,1.000000:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
24.0,22300104,1610612737,ATL,Atlanta,1631243,Mouhamed Gueye,Mouhamed,,,1.000000:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
25.0,22300104,1610612737,ATL,Atlanta,1641723,Kobe Bufkin,Kobe,,,1.000000:11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
26.0,22300104,1610612737,ATL,Atlanta,1630235,Trent Forrest,Trent,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
27.0,22300104,1610612737,ATL,Atlanta,1629726,Garrison Mathews,Garrison,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
28.0,22300104,1610612737,ATL,Atlanta,201988,Patty Mills,Patty,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0.0,22300111,1610612753,ORL,Orlando,1630532,Franz Wagner,Franz,F,,36.000000:51,5.0,17.0,0.294,2.0,7.0,0.286,4.0,4.0,1.0,2.0,6.0,8.0,4.0,2.0,0.0,2.0,4.0,16.0,-2.0
1.0,22300111,1610612753,ORL,Orlando,1631094,Paolo Banchero,Paolo,F,,30.000000:28,4.0,14.0,0.286,1.0,5.0,0.2,0.0,2.0,0.0,1.0,4.0,5.0,5.0,0.0,0.0,2.0,3.0,9.0,-12.0
2.0,22300111,1610612753,ORL,Orlando,1628976,Wendell Carter Jr.,Wendell,C,,35.000000:13,4.0,8.0,0.5,1.0,3.0,0.333,1.0,2.0,0.5,2.0,6.0,8.0,1.0,0.0,1.0,0.0,4.0,10.0,2.0
3.0,22300111,1610612753,ORL,Orlando,1630591,Jalen Suggs,Jalen,G,,26.000000:22,4.0,12.0,0.333,3.0,7.0,0.429,4.0,4.0,1.0,3.0,5.0,8.0,2.0,1.0,0.0,0.0,2.0,15.0,10.0
